year,ISO_code,countries,region,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_missing,pf_ss_women_inheritance_widows,pf_ss_women_inheritance_daughters,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_estop_establish,pf_religion_estop_operate,pf_religion_estop,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_association,pf_association_assembly,pf_association_political_establish,pf_association_political_operate,pf_association_political,pf_association_prof_establish,pf_association_prof_operate,pf_association_prof,pf_association_sport_establish,pf_association_sport_operate,pf_association_sport,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_influence,pf_expression_control,pf_expression_cable,pf_expression_newspapers,pf_expression_internet,pf_expression,pf_identity_legal,pf_identity_parental_marriage,pf_identity_parental_divorce,pf_identity_parental,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_restrictions,ef_legal_police,ef_legal_crime,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank,hf_score,hf_rank,hf_quartile
2014,ALB,Albania,Eastern Europe,5.569808822,5.041787175,4.30296414,4.971520046,8.397685546,10,10,10,9.884623976,9.861548771,9.949234549,10,7.5,5,5,5,7.5,8.615640032,5,10,5,6.666666667,,,10,9.704444444,9.861111111,9.855185185,10,10,,,10,,,10,,,10,10,10,10,5,5.75,10,10,10,8.678571429,,10,10,10,10,10,10,5,8.333333333,7.750165681,53,8.141176471,7.442922294,8,9,7,8,7.896024691,2.725700738,3.113089633,3.413995113,8.33333333,4.166666667,4.387,6.231362155,4.540075639,6.256124966,0.945945946,4.66674035,9.417392709,9.426240911,9.673644402,10,9.629319505,9.64,9.24,8.0392,8.973066667,6.274729057,9.223080654,7.748904855,10,5.712008099,4.615384615,8.296923099,6.208105271,8.232519198,5,6.708,10,7.236,5.566666667,6.149367496,7.197824468,8,6.304674592,10,7.20308887,5.866722987,6,9.714662631,3.77203481,7.194430977,5.998270451,6.424353643,6.954480838,7.48,38,7.61508284,47,2
2014,DZA,Algeria,Middle East & North Africa,,,,4.004329402,9.409919584,10,9.088119519,5,9.684676843,9.846599545,8.723879181,10,7.5,0,0,0,5.833333333,7.989044033,5,5,5,5,,,5,7.462222222,4.163888889,5.542037037,5,5,,,5,,,5,,,5,5,10,9.744332575,3,4.25,10,7.5,7.5,7.427761796,,0,5,2.5,0,0,0,0,0.833333333,5.378656575,143,1.529411765,7.817129014,0,7,2,4.5,3.461635195,3.895246004,3.870219017,4.580196729,4.16666667,5,4.508,6.626692153,5.121435779,5.433457893,0.810810811,4.34613852,7.919264968,6.475794255,9.416718717,5,7.202944485,8.48,6.24,5.7888,6.836266667,5.9494441,0,2.97472205,7.181973759,3.87070354,0,1.106256413,1.658986651,4.662987282,0,8.459,10,6.153,5.566666667,3.663099625,4.911656105,6,7.755176154,1,4.816099758,3.840382333,1.333333333,9.167798125,3.320651659,7.590313771,5.68440931,5.156148088,5.375082616,5.01,152,5.194328288,152,4
2014,AGO,Angola,Sub-Saharan Africa,,,,3.447012452,8.060260239,5,10,7.5,10,10,8.5,10,10,5,5,5,8.333333333,8.297864524,0,5,10,5,,,10,9.571111111,8.794444444,9.455185185,2.5,2.5,,,2.5,,,5,,,7.5,4,10,10,3.666666667,2.5,7.5,5,7.5,6.595238095,,10,10,10,0,0,0,10,6.666666667,6.107928239,117,4.085294118,8.010977896,0,10,9,9.5,5.399068003,1.843129164,1.974565724,2.512364187,3.333333333,4.166666667,2.302,5.455882288,3.016103987,4.291196631,0.864864865,2.993651196,8.468855486,5.146005558,8.544087692,5,6.789737184,9.286666667,7.72,4.2544,7.087022222,3.132738335,0,1.566369167,10,2.94691933,2.307692308,0.110625641,1.788412426,5.110450954,8,9.194715492,9,8.731571831,2.233333333,2.656197601,5.172987096,4,0.640811349,0,2.450554897,2.758427817,1.555555556,8.549090754,2.166511021,7.607351826,6.838969936,4.912651152,5.36492596,5.13,151,5.618964119,141,4
2014,ARG,Argentina,Latin America & the Caribbean,6.476023468,5.482591668,3.921860081,5.293491739,6.996848529,10,10,7.5,10,10,9.5,10,10,10,10,10,10,8.832282843,10,10,10,10,,,7.5,9.037777778,7.033333333,7.857037037,7.5,10,,,5,,,7.5,,,7.5,7.5,10,10,5,5,10,10,10,8.571428571,,10,10,10,10,10,10,10,10,7.924290206,48,5.652941176,4.123313708,6,7,1,4,4.944063721,2.396666757,2.514684129,3.126702452,7.5,3.333333333,4.651,6.857195103,2.800509913,3.892287135,0.810810811,3.729503575,6.160117963,5.682863948,2.2654,5,4.777095478,4.153333333,7.28,6.0288,5.820711111,3.796211852,3.883439881,3.839825867,0,5.479897463,0.769230769,7.965046175,4.738058136,3.599648778,5,8.56,5,6.186666667,2.766666667,2.872809915,3.439293622,10,2.523009805,10,5.266963335,2.014561359,4.222222222,9.090152839,2.127883738,5.352200362,5.460222781,4.711207217,5.388279073,4.49,158,6.207145103,124,4
2014,ARM,Armenia,Caucasus & Central Asia,,,,4.636012652,9.009022029,10,10,7.5,10,10,9.5,10,5,10,10,10,8.333333333,8.947451787,5,5,10,6.666666667,,,5,8.366666667,6.022222222,6.462962963,7.5,7.5,,,5,,,5,,,7.5,6.5,10,10,3.666666667,4.5,7.5,7.5,7.5,7.238095238,,10,10,10,10,10,10,5,8.333333333,6.91597193,88,7.938235294,7.935638623,10,5,5,5,7.718468479,3.268800471,3.428787522,4.930691656,5.833333333,5,5.318,9.80196309,4.990241133,7.476116031,1,5.560881471,9.526631477,8.502655395,9.403802385,10,9.358272314,9.033333333,9.26,8.2832,8.858844444,5.354983704,9.816568825,7.585776264,10,5.857526054,5.384615385,10,7.080713813,8.38133363,10,8.385,10,9.461666667,5.566666667,6.025258655,7.193722476,10,8.998463207,0,6.297351834,4.222242261,5.777777778,9.893445939,4.103252708,9.547829221,6.491480816,6.672671454,7.477229985,7.7,23,7.307985965,56,2
2014,AUS,Australia,Oceania,8.611247959,7.368939981,7.660519667,7.880235869,9.585936636,10,10,10,9.9432724,9.94043602,9.976741684,10,10,10,10,10,10,9.854226107,10,10,10,10,,,10,8.795555556,9.722222222,9.505925926,10,10,,,10,,,10,,,10,10,10,10,8.333333333,7.5,10,10,10,9.404761905,,10,10,10,10,10,10,10,10,9.324684277,7,4.602941176,6.661437261,10,5,5,5,6.566094609,8.58359652,6.304506307,8.12581232,10,9.166666667,6.163,8.205654997,8.424030446,7.227424686,1,8.022299105,8.526580685,9.030264596,9.502415459,10,9.264815185,9.146666667,9.46,8.2072,8.937955556,7.34629445,8.46687059,7.90658252,10,7.290033486,4.615384615,0.110625641,4.005347914,7.712471497,10,8.507,10,9.502333333,8.9,4.9540317,6.276470422,10,7.927854911,10,8.009726172,3.889405766,10,9.912605544,6.590210142,9.091938285,8.823020721,8.051196743,8.521085416,8.02,7,8.672342139,5,1
2014,AUT,Austria,Western Europe,9.347036286,7.897081994,8.157279706,8.467132662,9.791503054,10,10,10,9.921950382,10,9.984390076,10,10,10,10,10,10,9.92529771,10,10,10,10,,,10,8.797777778,6.666666667,8.488148148,10,10,,,10,,,10,,,10,10,10,10,7.333333333,8,10,10,10,9.333333333,,10,10,10,10,10,10,10,10,9.380255741,4,3.823529412,3.154969916,10,4,3,3.5,5.119624832,6.931331901,6.412263574,8.143851989,10,10,6.367,8.10049394,8.233350519,8.312158893,1,8.055605646,8.881294224,9.888264004,9.678838879,10,9.612099277,9.8166,8.94,6.5444,8.433666667,7.640390151,9.963313765,8.801851958,10,7.337995625,3.076923077,7.743794892,6.052904531,8.322105789,8,8.664,10,8.888,8.9,3.845723755,2.146208937,6,10,3,5.648655449,4.066723638,8.888888889,9.24953663,6.11713126,7.279621251,8.139251806,7.290192246,7.275615898,7.68,24,8.530127871,10,1
2014,AZE,Azerbaijan,Caucasus & Central Asia,,,,4.198300673,9.006710073,10,8.391902853,7.5,10,9.97902482,9.174185535,10,7.5,5,10,7.5,8.333333333,8.838076314,5,5,5,5,,,2.5,7.277777778,5.552777778,5.110185185,2.5,5,,,2.5,,,2.5,,,2.5,3,10,0.561168922,0.333333333,1,10,0,7.5,4.199214608,,10,10,10,10,10,10,5,8.333333333,5.823367559,130,6.170588235,7.881207817,0,9,4,6.5,5.137949013,3.600841236,4.469793583,4.682007013,5,5.833333333,7.253,9.773614234,5.139397644,7.787123989,0.756756757,5.225288614,9.040046834,6.02000211,9.722994214,5,7.44576079,8.973333333,8.2,6.688,7.953777778,4.809761667,7.409478182,6.109619924,10,6.998390792,4.615384615,1.438133337,4.350636248,7.103508488,5,10,9,8,8.333333333,6.765015667,7.59222175,8,7.755176154,1,6.574291151,4.890593711,6,9.891345045,4.092159582,7.600836564,7.814181339,6.714852707,7.096381286,6.4,115,6.11168378,129,4
2014,BHS,Bahamas,Latin America & the Caribbean,,,,6.106698877,0,10,10,,10,10,10,,,,,,,5,10,10,,10,,,,9.622222222,6.663888889,8.143055556,,,,,,,,,,,,,10,10,8.333333333,7.75,,,,9.020833333,,10,10,10,10,10,10,,10,7.42216083,63,6.852941176,8.899995763,7,10,10,10,8.188234235,,6.69,,10,7.5,5.491,3.684015931,,,0.945945946,6.492651749,8.469509563,9.323002974,9.69910712,0,6.872904914,4.486666667,2.98,2.5588,3.341822222,,8.105924622,8.105924622,10,,0.769230769,10,5.384615385,6.708090557,10,5.868199597,10,8.622733199,8.9,,,8,6.546424852,10,8.361606213,,5.555555556,8.973030165,,7.981491098,9.349859065,7.964983971,8.316441128,7.32,55,7.371080415,55,2
2014,BHR,Bahrain,Middle East & North Africa,,,,5.816831203,9.790481421,10,10,2.5,7.755158086,4.163411022,6.883713822,10,7.5,0,0,0,5.833333333,7.502509525,10,5,5,6.666666667,,,10,7.511111111,4.858333333,7.456481481,5,0,,,0,,,10,,,10,5,10,0,0.666666667,0.75,7.5,7.5,2.5,4.130952381,,0,0,0,10,10,10,0,3.333333333,5.988578568,121,3.635294118,9.581704339,4,10,10,10,6.804249614,6.23990116,5.708208135,7.24250494,5,7.5,4.786,8.855314534,6.728068254,6.626210415,0.536585366,5.009798196,9.667386205,7.340764365,9.4697609,10,9.119477868,9.513333333,9.06,7.4432,8.672177778,7.620854934,5.681672972,6.651263953,10,8.05151858,6.153846154,0.774379489,4.993248074,7.579172451,10,6.937,10,8.979,8.333333333,4.26009254,7.957973362,8,10,10,8.091899872,5.77384612,7.777777778,9.081844353,6.395968442,8.554114705,9.327440412,7.818498635,8.296466169,7.36,49,6.674289284,94,3
